ID_CI,ID_DELITO,ID_VICF,ID_TV,ID_TPM,SEXO,GENERO,POB,DISC,FHA_NAC,EDAD,NACIONAL,REL_VIC_VMARIO
9960440,996044000179,44447530,1,,2,2,0,0,,18,73,"No identificada"
9960441,996044100083,44447531,1,,1,1,0,0,,45,73,"No identificada"
9960442,996044200016,44447576,2,6,,,,,,,,
9960443,996044300221,44447535,1,,1,1,0,0,,6,73,"No identificada"
9960444,996044400218,44447536,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960445,996044501256,44447539,1,,2,2,0,0,,2,73,"No identificada"
9960446,996044600020,44447544,1,,1,1,0,0,,26,73,"No identificada"
9960448,996044800218,44447557,1,,2,2,0,0,,27,73,"No identificada"
9960449,996044900061,44447559,1,,2,2,0,0,,43,73,"No identificada"
9960450,996045000218,44447562,1,,2,2,0,0,,33,73,"No identificada"
9960452,996045200854,44447570,1,,1,1,0,0,,58,73,"No identificada"
9960453,996045300045,44447572,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960454,996045401239,44447578,1,,1,1,0,0,,24,73,"No identificada"
9960455,996045500061,44447580,1,,1,1,0,0,,52,73,"No identificada"
9960456,996045600218,44447587,1,,1,1,0,0,,41,73,"No identificada"
9960457,996045700050,44447582,1,,1,1,0,0,,51,73,"No identificada"
9960460,996046000016,44447601,2,6,,,,,,,,
9960461,996046100009,44447591,1,,2,2,0,0,,14,73,"No identificada"
9960462,996046200218,44447594,1,,2,2,0,0,,36,73,"No identificada"
9960463,996046300083,44447595,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960464,996046400218,44447597,1,,2,2,0,0,,20,73,"No identificada"
9960465,996046500061,44447599,1,,2,2,0,0,,36,73,"No identificada"
9960466,996046600174,44447603,1,,2,2,0,0,,48,73,"No identificada"
9960467,996046700104,44447605,1,,1,1,0,0,,38,73,"No identificada"
9960468,996046800218,44447609,1,,2,2,0,0,,40,73,"No identificada"
9960469,996046900083,44447606,1,,1,1,0,0,,22,73,"No identificada"
9960470,996047000050,44447611,1,,2,2,0,0,,44,73,"No identificada"
9960473,996047300170,44447618,1,,1,1,0,0,,14,73,"No identificada"
9960474,996047400061,44447620,1,,1,1,0,0,,43,73,"No identificada"
9960475,996047500240,44447625,1,,1,1,0,0,,53,73,"No identificada"
9960477,996047700239,44447636,1,,1,1,0,0,,19,73,"No identificada"
9960479,996047900020,44447720,2,6,,,,,,,,
9960480,996048000218,44447645,1,,2,2,0,0,,51,73,"No identificada"
9960484,996048400179,44447657,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960485,996048500055,44447660,1,,1,1,0,0,,19,73,"No identificada"
9960486,996048601204,44447717,2,6,,,,,,,,
9960489,996048900009,44447678,1,,2,2,0,0,,27,73,"No identificada"
9960490,996049000161,44447682,1,,1,1,0,0,,30,73,"No identificada"
9960491,996049100085,44447719,2,6,,,,,,,,
9960492,996049200162,44447687,1,,1,1,0,0,,29,73,"No identificada"
9960493,996049301205,44447695,2,6,,,,,,,,
9960494,996049400061,44447696,1,,2,2,0,0,,64,73,"No identificada"
9960495,996049500053,44447698,1,,1,1,0,0,,35,73,"No identificada"
9960498,996049800009,44447705,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960498,996049800009,44507842,2,6,,,,,,,,
9960499,996049900252,44447708,1,,1,1,0,0,,27,73,"No identificada"
9960500,996050000050,44447709,1,,1,1,0,0,,27,73,"No identificada"
9960503,996050300061,44447732,1,,2,2,0,0,,40,73,"No identificada"
9960504,996050401205,44448016,2,6,,,,,,,,
9960505,996050500083,44447736,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960506,996050600218,44447738,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960507,996050700061,44447739,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960509,996050900218,44447746,1,,1,1,0,0,,2,73,"No identificada"
9960510,996051001186,44447751,1,,1,1,0,0,,50,73,"No identificada"
9960511,996051100218,44447753,1,,1,1,0,0,,64,73,"No identificada"
9960512,996051201205,44447757,2,6,,,,,,,,
9960513,996051300135,44447814,2,6,,,,,,,,
9960514,996051400061,44447759,1,,1,1,0,0,,46,73,"No identificada"
9960515,996051500057,44447760,1,,2,2,0,0,,31,73,"No identificada"
9960516,996051600111,44447764,4,,,,,,,,,
9960517,996051700218,44447765,1,,1,1,0,0,,61,73,"No identificada"
9960518,996051800020,44447768,1,,1,1,0,0,,49,73,"No identificada"
9960519,996051900061,44447771,1,,1,1,0,0,,34,73,"No identificada"
9960520,996052000061,44447773,1,,2,2,0,0,,60,73,"No identificada"
9960521,996052100170,44447776,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960522,996052200028,44447777,1,,1,1,0,0,,23,73,"No identificada"
9960523,996052300009,44447779,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960524,996052400083,44447897,2,6,,,,,,,,
9960525,996052500020,44447786,1,,2,2,0,0,,38,73,"No identificada"
9960526,996052600061,44447787,1,,2,2,0,0,,46,73,"No identificada"
9960527,996052701243,44447789,2,6,,,,,,,,
9960528,996052800253,44447791,1,,1,1,0,0,,42,73,"No identificada"
9960529,996052900218,44447794,1,,2,2,0,0,,17,73,"No identificada"
9960530,996053000028,44447798,1,,1,1,0,0,,31,73,"No identificada"
9960531,996053100116,44447799,1,,2,2,0,0,,34,73,"No identificada"
9960532,996053200061,44447801,1,,1,1,0,0,,34,73,"No identificada"
9960533,996053300058,44447804,1,,2,2,0,0,,12,73,"No identificada"
9960534,996053401205,44447809,2,6,,,,,,,,
9960535,996053500172,44447810,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960536,996053600028,44447811,1,,1,1,0,0,,31,73,"No identificada"
9960537,996053700116,44447812,1,,2,2,0,0,,52,73,"No identificada"
9960538,996053800083,44447815,1,,1,1,0,0,,19,73,"No identificada"
9960540,996054000218,44447820,1,,2,2,0,0,,75,73,"No identificada"
9960541,996054100218,44447826,1,,1,1,0,0,,75,73,"No identificada"
9960542,996054200007,44447830,1,,2,2,0,0,,28,73,"No identificada"
9960543,996054300179,44447848,2,6,,,,,,,,
9960544,996054400061,44447833,1,,1,1,0,0,,51,73,"No identificada"
9960545,996054500172,44447835,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960546,996054600060,44447836,1,,2,2,0,0,,72,73,"No identificada"
9960547,996054701239,44447840,1,,2,2,0,0,,37,73,"No identificada"
9960548,996054800118,44448018,2,6,,,,,,,,
9960549,996054900020,44447843,1,,2,2,0,0,,18,73,"No identificada"
9960550,996055000168,44447845,1,,1,1,0,0,,20,73,"No identificada"
9960551,996055100061,44447862,1,,1,1,0,0,,26,73,"No identificada"
9960552,996055200041,44447846,1,,2,2,0,0,,57,73,"No identificada"
9960553,996055300034,44448053,2,6,,,,,,,,
9960554,996055400083,44447852,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960555,996055500176,44447854,1,,2,2,0,0,,41,73,"No identificada"
9960556,996055600083,44447856,1,,2,2,0,0,,22,84,"No identificada"
9960557,996055700104,44447867,1,,1,1,0,0,,78,73,"No identificada"
9960559,996055900048,44447990,2,6,,,,,,,,
9960560,996056000085,44448086,2,6,,,,,,,,
9960561,996056100124,44447880,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960562,996056200218,44447882,1,,1,1,0,0,,51,73,"No identificada"
9960563,996056300239,44447884,1,,1,1,0,0,,25,73,"No identificada"
9960564,996056400020,44447885,1,,1,1,0,0,,25,73,"No identificada"
9960565,996056500055,44447886,1,,1,1,0,0,,35,73,"No identificada"
9960566,996056600055,44447899,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960567,996056700218,44447887,1,,2,2,0,0,,24,73,"No identificada"
9960568,996056800118,44448019,2,6,,,,,,,,
9960569,996056900041,44447891,1,,1,1,0,0,,28,73,"No identificada"
9960570,996057000009,44448051,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960571,996057100041,44447893,1,,2,2,0,0,,35,73,"No identificada"
9960572,996057200218,44447895,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960572,996057200218,44447924,1,,1,1,0,0,,6,73,"No identificada"
9960573,996057300041,44447901,1,,1,1,0,0,,51,73,"No identificada"
9960574,996057400218,44447902,1,,2,2,0,0,,55,73,"No identificada"
9960575,996057500041,44447904,1,,2,2,0,0,,42,73,"No identificada"
9960576,996057600041,44447905,1,,1,1,0,0,,36,73,"No identificada"
9960577,996057700218,44447906,1,,1,1,0,0,,51,73,"No identificada"
9960578,996057800083,44447908,1,,2,2,0,0,,62,73,"No identificada"
9960579,996057900252,44447909,1,,1,1,0,0,,23,73,"No identificada"
9960580,996058001243,44447912,2,6,,,,,,,,
9960581,996058100218,44447913,1,,2,2,0,0,,69,73,"No identificada"
9960582,996058200019,44448020,2,6,,,,,,,,
9960583,996058301243,44448015,2,6,,,,,,,,
9960584,996058400218,44447920,1,,1,1,0,0,,7,73,"No identificada"
9960584,996058400218,44447921,1,,1,1,0,0,,11,73,"No identificada"
9960584,996058400218,44447922,1,,1,1,0,0,,17,73,"No identificada"
9960585,996058500041,44447926,1,,2,2,0,0,,48,73,"No identificada"
9960586,996058600177,44447932,4,,,,,,,,,
9960587,996058700084,44447934,1,,1,1,0,0,,27,73,"No identificada"
9960588,996058800041,44447935,1,,2,2,0,0,,51,73,"No identificada"
9960589,996058900048,44448198,2,6,,,,,,,,
9960590,996059000009,44447938,1,,2,2,0,0,,3,73,"No identificada"
9960591,996059100168,44447943,1,,2,2,0,0,,43,73,"No identificada"
9960592,996059200033,44447946,1,,2,2,0,0,,24,73,"No identificada"
9960593,996059301256,44448118,1,,2,2,0,0,,13,73,"No identificada"
9960593,996059301256,44448120,1,,2,2,0,0,,10,73,"No identificada"
9960594,996059400218,44447951,1,,1,1,0,0,,73,73,"No identificada"
9960596,996059600253,44447955,1,,1,1,0,0,,55,73,"No identificada"
9960597,996059700179,44447956,1,,1,1,0,0,,50,73,"No identificada"
9960598,996059800033,44447957,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960599,996059900224,44447963,1,,1,1,0,0,,40,73,"No identificada"
9960600,996060000083,44447964,1,,2,2,0,0,,54,73,"No identificada"
9960601,996060100218,44447965,1,,2,2,0,0,,70,73,"No identificada"
9960602,996060200083,44448119,2,6,,,,,,,,
9960603,996060300083,44447968,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960604,996060400104,44447969,1,,1,1,0,0,,29,73,"No identificada"
9960605,996060501218,44447970,1,,2,2,0,0,,40,73,"No identificada"
9960606,996060600024,44447972,1,,1,1,0,0,,49,73,"No identificada"
9960607,996060700059,44448052,2,6,,,,,,,,
9960608,996060800061,44447976,1,,2,2,0,0,,47,73,"No identificada"
9960609,996060900083,44447977,1,,2,2,0,0,,25,73,"No identificada"
9960610,996061001188,44447978,1,,1,1,0,0,,33,73,"No identificada"
9960611,996061100254,44447979,1,,2,2,0,0,,58,73,"No identificada"
9960612,996061200020,44447980,1,,1,1,0,0,,20,73,"No identificada"
9960613,996061300061,44447981,1,,2,2,0,0,,42,73,"No identificada"
9960614,996061400009,44447983,1,,2,2,0,0,,13,73,"No identificada"
9960615,996061500083,44447991,1,,1,1,0,0,,19,73,"No identificada"
9960616,996061600061,44447992,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960617,996061700046,44447993,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960618,996061800061,44447994,1,,2,2,0,0,,50,73,"No identificada"
9960619,996061900020,44447997,1,,1,1,0,0,,43,73,"No identificada"
9960620,996062000053,44447999,1,,1,1,0,0,,32,73,"No identificada"
9960621,996062100041,44448000,1,,2,2,0,0,,39,73,"No identificada"
9960622,996062201243,44448004,2,6,,,,,,,,
9960623,996062300218,44448005,1,,2,2,0,0,,31,73,"No identificada"
9960624,996062400179,44448007,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960625,996062500096,44448008,1,,2,2,0,0,,31,73,"No identificada"
9960626,996062600083,44448009,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960627,996062700116,44448011,1,,2,2,0,0,,37,73,"No identificada"
9960628,996062800179,44448013,1,,2,2,0,0,,70,73,"No identificada"
9960629,996062900020,44448026,1,,1,1,0,0,,17,73,"No identificada"
9960630,996063000218,44448029,1,,2,2,0,0,,7,73,"No identificada"
9960630,996063000218,44448032,1,,2,2,0,0,,5,73,"No identificada"
9960631,996063100050,44448122,2,6,,,,,,,,
9960632,996063201205,44448193,2,6,,,,,,,,
9960633,996063300252,44448042,1,,2,2,0,0,,39,73,"No identificada"
9960633,996063300252,44448043,1,,2,2,0,0,,29,73,"No identificada"
9960633,996063300252,44448044,1,,2,2,0,0,,52,73,"No identificada"
9960634,996063401243,44448076,2,6,,,,,,,,
9960635,996063500218,44448054,1,,2,2,0,0,,40,73,"No identificada"
9960636,996063601257,44448057,2,6,,,,,,,,
9960637,996063700170,44448058,1,,1,1,0,0,,21,73,"No identificada"
9960639,996063900016,44448195,2,6,,,,,,,,
9960640,996064000104,44448067,1,,2,2,0,0,,32,73,"No identificada"
9960641,996064100050,44448072,1,,1,1,0,0,,21,73,"No identificada"
9960642,996064200116,44448442,2,6,,,,,,,,
9960643,996064300218,44448075,1,,1,1,0,0,,50,73,"No identificada"
9960644,996064400253,44448077,1,,1,1,0,0,,23,73,"No identificada"
9960645,996064500239,44448078,1,,1,1,0,0,,29,73,"No identificada"
9960646,996064600253,44448079,1,,1,1,0,0,,49,73,"No identificada"
9960647,996064700083,44448080,1,,2,2,0,0,,51,73,"No identificada"
9960648,996064800020,44448081,1,,2,2,0,0,,21,73,"No identificada"
9960649,996064900061,44448082,1,,2,2,0,0,,26,73,"No identificada"
9960650,996065000084,44448087,1,,1,1,0,0,,60,73,"No identificada"
9960651,996065100061,44448083,1,,2,2,0,0,,47,73,"No identificada"
9960652,996065200089,44448363,2,6,,,,,,,,
9960653,996065301204,44448092,2,6,,,,,,,,
9960654,996065400092,44448095,1,,2,2,0,0,,16,73,"No identificada"
9960655,996065500061,44448097,1,,2,2,0,0,,19,73,"No identificada"
9960656,996065600239,44448101,1,,1,1,0,0,,50,73,"No identificada"
9960657,996065700218,44448102,1,,2,2,0,0,,28,73,"No identificada"
9960658,996065800218,44448105,1,,1,1,0,0,,36,73,"No identificada"
9960659,996065900215,44448107,1,,2,2,0,0,,68,73,"No identificada"
9960661,996066100084,44448115,1,,1,1,0,0,,35,73,"No identificada"
9960662,996066200218,44448123,1,,2,2,0,0,,43,73,"No identificada"
9960664,996066400046,44448129,1,,2,2,0,0,,53,73,"No identificada"
9960666,996066600061,44448132,1,,1,1,0,0,,41,73,"No identificada"
9960667,996066700116,44448134,1,,1,1,0,0,,53,73,"No identificada"
9960668,996066800246,44448136,1,,1,1,0,0,,52,73,"No identificada"
9960669,996066900089,44448361,2,6,,,,,,,,
9960670,996067000218,44448138,1,,2,2,0,0,,82,73,"No identificada"
9960671,996067100083,44448144,1,,1,1,0,0,,45,73,"No identificada"
9960672,996067200116,44448146,1,,2,2,0,0,,42,73,"No identificada"
9960673,996067300057,44448147,1,,2,2,0,0,,35,73,"No identificada"
9960674,996067400218,44448150,1,,2,2,0,0,,10,73,"No identificada"
9960675,996067500013,44448154,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960676,996067600061,44448156,1,,1,1,0,0,,44,73,"No identificada"
9960677,996067700083,44448159,1,,1,1,0,0,,48,73,"No identificada"
9960679,996067900051,44448167,1,,2,2,0,0,,49,73,"No identificada"
9960680,996068000173,44448168,1,,1,1,0,0,,47,73,"No identificada"
9960681,996068100020,44448173,1,,1,1,0,0,,31,73,"No identificada"
9960683,996068301253,44448180,1,,2,2,0,0,,53,73,"No identificada"
9960685,996068500051,44448189,1,,1,1,0,0,,50,73,"No identificada"
9960686,996068600218,44448190,1,,2,2,0,0,,22,73,"No identificada"
9960687,996068701213,44448474,2,6,,,,,,,,
9960688,996068800104,44448200,1,,1,1,0,0,,74,73,"No identificada"
9960689,996068900051,44448203,1,,1,1,0,0,,41,73,"No identificada"
9960690,996069000218,44448205,1,,1,1,0,0,,6,73,"No identificada"
9960691,996069100239,44448208,1,,1,1,0,0,,32,73,"No identificada"
9960692,996069201188,44448210,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960693,996069300033,44448218,1,,2,2,0,0,,62,73,"No identificada"
9960694,996069400061,44448242,1,,1,1,0,0,,59,73,"No identificada"
9960695,996069500218,44448211,1,,2,2,0,0,,45,73,"No identificada"
9960695,996069500218,44448213,1,,2,2,0,0,,16,73,"No identificada"
9960696,996069600104,44448518,2,6,,,,,,,,
9960697,996069700061,44448216,1,,1,1,0,0,,57,73,"No identificada"
9960698,996069800009,44448219,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960699,996069900038,44448220,1,,1,1,0,0,,76,73,"No identificada"
9960700,996070000020,44448222,1,,1,1,0,0,,29,73,"No identificada"
9960701,996070100013,44448225,1,,2,2,0,0,,55,73,"No identificada"
9960702,996070200061,44448228,1,,2,2,0,0,,69,73,"No identificada"
9960703,996070300239,44448229,1,,1,1,0,0,,22,73,"No identificada"
9960705,996070500218,44448233,1,,1,1,0,0,,52,73,"No identificada"
9960706,996070600240,44448236,1,,1,1,0,0,,46,73,"No identificada"
9960707,996070700033,44448237,1,,2,2,0,0,,27,174,"No identificada"
9960708,996070800046,44448238,1,,2,2,0,0,,43,73,"No identificada"
9960709,996070900083,44448244,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960710,996071000104,44448239,1,,1,1,0,0,,43,73,"No identificada"
9960711,996071100029,44448246,1,,2,2,0,0,,20,73,"No identificada"
9960712,996071200218,44448248,1,,1,1,0,0,,15,73,"No identificada"
9960713,996071300104,44448250,1,,1,1,0,0,,59,73,"No identificada"
9960713,996071300104,44448251,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960714,996071400020,44448254,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960715,996071500218,44448259,1,,2,2,0,0,,27,73,"No identificada"
9960716,996071601205,44448265,2,6,,,,,,,,
9960717,996071700116,44448267,1,,1,1,0,0,,58,73,"No identificada"
9960718,996071800218,44448270,1,,1,1,0,0,,37,73,"No identificada"
9960719,996071900050,44448272,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960720,996072001188,44448273,1,,1,1,0,0,,34,73,"No identificada"
9960721,996072100085,44448274,1,,2,2,0,0,,57,73,"No identificada"
9960723,996072301249,44448278,1,,2,2,0,0,,43,73,"No identificada"
9960724,996072401249,44448279,1,,1,1,0,0,,29,73,"No identificada"
9960725,996072500052,44448517,2,6,,,,,,,,
9960727,996072700048,44448288,1,,2,2,0,0,,33,73,"No identificada"
9960728,996072800013,44448290,1,,2,2,0,0,,39,73,"No identificada"
9960729,996072900084,44448293,1,,1,1,0,0,,55,73,"No identificada"
9960730,996073000118,44448294,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960731,996073100020,44448296,1,,1,1,0,0,,30,73,"No identificada"
9960732,996073200083,44448297,1,,2,2,0,0,,64,73,"No identificada"
9960733,996073300218,44448299,1,,1,1,0,0,,4,73,"No identificada"
9960734,996073400207,44448304,1,,1,1,0,0,,14,73,"No identificada"
9960735,996073500041,44448307,1,,2,2,0,0,,39,73,"No identificada"
9960736,996073600179,44448308,1,,2,2,0,0,,52,73,"No identificada"
9960737,996073700218,44448309,1,,1,1,0,0,,44,73,"No identificada"
9960738,996073800104,44448311,1,,1,1,0,0,,40,73,"No identificada"
9960739,996073900050,44448312,1,,2,2,0,0,,41,73,"No identificada"
9960741,996074100048,44448328,1,,1,1,0,0,,26,73,"No identificada"
9960743,996074300059,44448344,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960744,996074400050,44448346,1,,1,1,0,0,,42,73,"No identificada"
9960745,996074500061,44448347,1,,1,1,0,0,,47,73,"No identificada"
9960746,996074601218,44448349,1,,1,1,0,0,,41,73,"No identificada"
9960747,996074700104,44448350,1,,1,1,0,0,,51,73,"No identificada"
9960748,996074800207,44448351,1,,2,2,0,0,,54,73,"No identificada"
9960749,996074900539,44448354,1,,2,2,0,0,,27,73,"No identificada"
9960750,996075000179,44448357,1,,2,2,0,0,,47,73,"No identificada"
9960751,996075100019,44448384,1,,1,1,0,0,,35,73,"No identificada"
9960752,996075200020,44448359,1,,1,1,0,0,,57,73,"No identificada"
9960753,996075300009,44448365,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960754,996075400116,44448366,1,,1,1,0,0,,54,73,"No identificada"
9960755,996075500218,44448367,1,,2,2,0,0,,35,73,"No identificada"
9960756,996075600020,44448371,1,,2,2,0,0,,25,73,"No identificada"
9960757,996075700218,44448374,1,,1,1,0,0,,50,73,"No identificada"
9960758,996075800218,44448376,1,,2,2,0,0,,24,73,"No identificada"
9960759,996075900048,44448443,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960760,996076001205,44448379,2,6,,,,,,,,
9960761,996076100052,44448382,1,,1,1,0,0,,45,73,"No identificada"
9960762,996076200061,44448387,1,,2,2,0,0,,58,73,"No identificada"
9960763,996076300034,44448441,2,6,,,,,,,,
9960764,996076400083,44448391,1,,2,2,0,0,,33,73,"No identificada"
9960765,996076500086,44448392,1,,1,1,0,0,,26,73,"No identificada"
9960766,996076600104,44448405,1,,1,1,0,0,,70,73,"No identificada"
9960768,996076800020,44448413,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960769,996076900009,44448415,1,,1,1,0,0,,17,73,"No identificada"
9960770,996077000207,44448420,1,,2,2,0,0,,36,73,"No identificada"
9960771,996077100061,44448422,1,,2,2,0,0,,59,73,"No identificada"
9960772,996077200169,44448423,1,,1,1,0,0,,16,73,"No identificada"
9960773,996077300218,44448426,1,,1,1,0,0,,27,73,"No identificada"
9960774,996077400083,44448428,2,6,,,,,,,,
9960775,996077500009,44448450,1,,2,2,0,0,,42,73,"No identificada"
9960776,996077600009,44448454,1,,2,2,0,0,,8,73,"No identificada"
9960777,996077700009,44448460,1,,2,2,0,0,,23,73,"No identificada"
9960778,996077800167,44448466,1,,1,1,0,0,,39,73,"No identificada"
9960779,996077900104,44448467,1,,1,1,0,0,,61,73,"No identificada"
9960780,996078000016,44448479,2,6,,,,,,,,
9960781,996078100061,44448470,1,,2,2,0,0,,45,73,"No identificada"
9960782,996078200048,44448472,1,,1,1,0,0,,47,73,"No identificada"
9960783,996078300092,44448480,1,,2,2,0,0,,16,73,"No identificada"
9960784,996078400048,44448543,2,6,,,,,,,,
9960785,996078500061,44448486,1,,1,1,0,0,,49,73,"No identificada"
9960787,996078700016,44449216,2,6,,,,,,,,
9960788,996078800083,44448489,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960789,996078900116,44448491,1,,2,2,0,0,,50,73,"No identificada"
9960790,996079000033,44448493,1,,2,2,0,0,,49,73,"No identificada"
9960791,996079100218,44448545,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960792,996079200218,44448495,1,,2,2,0,0,,35,73,"No identificada"
9960793,996079300009,44448519,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960794,996079400176,44448500,1,,1,1,0,0,,59,73,"No identificada"
9960794,996079400176,44448501,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960795,996079500084,44448502,1,,2,2,0,0,,36,73,"No identificada"
9960795,996079500084,44448750,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960795,996079500084,44448751,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960796,996079600020,44448505,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960797,996079700215,44448508,1,,1,1,0,0,,25,73,"No identificada"
9960798,996079800013,44448509,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960799,996079900061,44448511,1,,2,2,0,0,,63,73,"No identificada"
9960800,996080000218,44448513,1,,2,2,0,0,,31,73,"No identificada"
9960801,996080100061,44448515,1,,2,2,0,0,,24,73,"No identificada"
9960802,996080200239,44448520,1,,1,1,0,0,,23,73,"No identificada"
9960803,996080300061,44448990,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960804,996080400016,44448542,2,6,,,,,,,,
9960805,996080500253,44448524,1,,2,2,0,0,,44,73,"No identificada"
9960806,996080600059,44448525,1,,2,2,0,0,,54,73,"No identificada"
9960807,996080700218,44448527,1,,1,1,0,0,,41,73,"No identificada"
9960808,996080800085,44448529,1,,2,2,0,0,,64,73,"No identificada"
9960809,996080900048,44448530,1,,1,1,0,0,,"No especificado",73,"No identificada"
9960811,996081100020,44452629,1,,1,1,0,0,,24,73,"No identificada"
9960812,996081200116,44448546,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960813,996081300218,44448547,1,,2,2,0,0,,53,73,"No identificada"
9960814,996081400052,44448550,1,,2,2,0,0,,60,73,"No identificada"
9960815,996081500104,44448666,2,6,,,,,,,,
9960816,996081600083,44448552,1,,1,1,0,0,,60,73,"No identificada"
9960817,996081700083,44448554,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960818,996081800048,44448556,1,,1,1,0,0,,81,73,"No identificada"
9960819,996081900034,44448562,2,6,,,,,,,,
9960820,996082000050,44448558,1,,1,1,0,0,,60,73,"No identificada"
9960821,996082100104,44448560,1,,2,2,0,0,,66,73,"No identificada"
9960822,996082200013,44448567,1,,2,2,0,0,,"No especificado",73,"No identificada"
9960823,996082300218,44448568,1,,1,1,0,0,,53,73,"No identificada"
9960824,996082400028,44448570,1,,1,1,0,0,,41,73,"No identificada"
9960825,996082500104,44448571,1,,1,1,0,0,,45,73,"No identificada"
9960827,996082700024,44448582,1,,1,1,0,0,,37,73,"No identificada"
9960828,996082800061,44448574,1,,2,2,0,0,,50,73,"No identificada"
9960829,996082901243,44448577,2,6,,,,,,,,
9960830,996083000048,44448579,1,,2,2,0,0,,29,73,"No identificada"
