ID_CI,ID_DELITO,DTO,MODA_DTO,FORMA_ACC,FHA_DE_HCHOS,HRA_DE_HCHOS,EMTO_COM_DTO,GRDO_CONS,CLASF_DE_DTO,NOM_ENT_HCHOS,ID_ENT_HCHOS,NOM_MUN_HCHOS,ID_MUN_HCHOS,NOM_LOC_HCHOS,ID_LOC_HCHOS,NOM_COL_HCHOS,ID_COL_HCHOS,CP,COORD_X,COORD_Y,DOM_HCHOS
CI/QRO/18417/2025,"CI/QRO/18417/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-09,14:55:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"BOSQUES DE LA HACIENDA",,,-100.354118,20.583416,"CALLE 3"
CI/QRO/18437/2025,"CI/QRO/18437/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-09,19:00:00,8,1,7.01.01,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,COYTILLOS,,,-100.354118,20.583416,"CARRETERA ESTATAL 500"
CI/QRO/18471/2025,"CI/QRO/18471/2025NARCOMENUDEO (POSESIÓN CON FINES DE COMERCIO O SUMINISTRO)","NARCOMENUDEO (POSESIÓN CON FINES DE COMERCIO O SUMINISTRO)",DOLOSO,2,2025-06-10,09:00:00,8,1,7.01.02,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LA PURISIMA",,,-100.354118,20.583416,CONCORD
CI/QRO/18494/2025,"CI/QRO/18494/2025VIOLENCIA DE GÉNERO","VIOLENCIA DE GÉNERO",DOLOSO,1,2025-06-10,07:00:00,7,1,5.02,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LOMA LINDA",,,-100.354118,20.583416,"ISLAS ALEUTIANA"
CI/QRO/18501/2025,"CI/QRO/18501/2025VIOLENCIA FAMILIAR","VIOLENCIA FAMILIAR",DOLOSO,2,2025-06-08,21:30:00,8,1,5.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"SAN PABLO",,,-100.354118,20.583416,REFORMA
CI/QRO/18579/2025,CI/QRO/18579/2025EXTORSIÓN,EXTORSIÓN,DOLOSO,2,2025-06-10,11:00:00,8,1,4.04.02,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,CENTRO,,,-100.354118,20.583416,DESCONOCE
CI/QRO/18581/2025,CI/QRO/18581/2025AMENAZAS,AMENAZAS,DOLOSO,2,2025-06-10,07:20:00,8,1,7.02,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,"EL MARQUES",,,-100.354118,20.583416,"SIN NOMBRE"
CI/QRO/18659/2025,"CI/QRO/18659/2025ALLANAMIENTO DE DOMICILIO","ALLANAMIENTO DE DOMICILIO",DOLOSO,2,2025-06-11,00:00:00,8,1,7.03,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,"GUADALUPE LA VENTA",,,-100.354118,20.583416,"CARRETERA A COYOTILLOS"
CI/QRO/18701/2025,"CI/QRO/18701/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-11,14:20:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"REAL DE ESPAÑA",,,-100.354118,20.583416,"10 DE DICIEMBRE"
CI/QRO/18777/2025,"CI/QRO/18777/2025USO DE DOCUMENTOS FALSOS O ALTERADOS","USO DE DOCUMENTOS FALSOS O ALTERADOS",DOLOSO,2,2025-06-12,00:00:00,8,1,6.03,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"SAN ANTONIO DE LA PUNTA",,,-100.3917424,20.5922997,"PASEO 5 DE FEBRERO"
CI/QRO/18833/2025,"CI/QRO/18833/2025VIOLENCIA DE GÉNERO","VIOLENCIA DE GÉNERO",DOLOSO,1,2025-06-11,00:00:00,7,1,5.02,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,"EL POZO",,,-100.354118,20.583416,"CALLE SAN NICOLAS"
CI/QRO/18835/2025,"CI/QRO/18835/2025VIOLENCIA FAMILIAR","VIOLENCIA FAMILIAR",DOLOSO,1,2025-03-19,19:00:00,7,1,5.01,QUERÉTARO,22,"CORREGIDORA (QRO)",6,,,"PUERTA REAL",,,-100.354118,20.583416,"VILLA DEL RISCO"
CI/QRO/18839/2025,"CI/QRO/18839/2025DESOBEDIENCIA Y RESISTENCIA DE PARTICULARES","DESOBEDIENCIA Y RESISTENCIA DE PARTICULARES",DOLOSO,2,2025-06-12,00:00:00,8,1,7.10,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"ZAPATA VIVE",,,-100.3758254,20.554507,"BOULEVARD GOBERNADORES Y CALLE CASA BLANCA"
CI/QRO/18894/2025,"CI/QRO/18894/2025ROBO A TRANSEÚNTE","ROBO A TRANSEÚNTE",DOLOSO,2,2025-06-12,21:41:00,8,1,4.01.05,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LA OBRERA",,,-100.4197704,20.6116369,"5 DE FEBRERO"
CI/QRO/18896/2025,"CI/QRO/18896/2025HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO","HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO",DOLOSO,2,2025-06-12,20:00:00,8,1,7.10,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LA ESPERANZA",,,,,LIBERTAD
CI/QRO/18913/2025,"CI/QRO/18913/2025HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO","HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO",DOLOSO,2,2025-04-12,13:00:00,8,1,7.10,QUERÉTARO,22,"PEDRO ESCOBEDO (QRO)",12,,,ESCOLASTICAS,,,,,"SIN INFORMACION"
CI/QRO/18982/2025,"CI/QRO/18982/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-13,13:24:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"JARDINES DE LAS AZUCENAS",,,-100.354118,20.583416,"AVENIDA DE LAS FLORES"
CI/QRO/19006/2025,"CI/QRO/19006/2025LESIONES DOLOSAS","LESIONES DOLOSAS",DOLOSO,1,2025-06-13,15:00:00,1,1,1.02.01,QUERÉTARO,22,"CORREGIDORA (QRO)",6,,,"EL PUEBLITO",,,-100.354118,20.583416,"CALLE DON GREGORIO"
CI/QRO/19052/2025,"CI/QRO/19052/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,00:00:00,8,1,7.01.01,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,"EL PARADOR SAN JAVIERTOS",,,-100.354118,20.583416,"CARRETERA FEDERAL 57"
CI/QRO/19057/2025,"CI/QRO/19057/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,00:00:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LA LOMA",,,-100.354118,20.583416,"MONTE SION"
CI/QRO/19070/2025,"CI/QRO/19070/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,00:00:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LA SIERRITA",,,-100.354118,20.583416,"RIO QUERETARO"
CI/QRO/19073/2025,"CI/QRO/19073/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,00:00:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"PASEOS DE SAN MIGUEL",,,-100.354118,20.583416,"PASEO QUERETARO"
CI/QRO/19075/2025,"CI/QRO/19075/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,14:25:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"SAN PEDRO MARTIR",,,-100.354118,20.583416,GRANATE
CI/QRO/19076/2025,"CI/QRO/19076/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,00:00:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LA LOMA IELE",,,-100.354118,20.583416,"SIERRA MORENA"
CI/QRO/19088/2025,"CI/QRO/19088/2025HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO","HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO",DOLOSO,2,2025-06-14,16:00:00,8,1,7.10,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LAS AZUCENAS",,,,,"CIRCUITO DAVID ALFARO SIQUIEROS"
CI/QRO/19092/2025,"CI/QRO/19092/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-14,22:22:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"BUENA VISTA",,,-100.354118,20.583416,"CARRETERA ESTATAL 111"
CI/QRO/19098/2025,"CI/QRO/19098/2025HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO","HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO",DOLOSO,2,2025-06-14,08:00:00,8,1,7.10,QUERÉTARO,22,"CORREGIDORA (QRO)",6,,,"EL PUEBLITO",,,,,"PRIVADA  LAS MARIPOSAS"
CI/QRO/19100/2025,"CI/QRO/19100/2025NARCOMENUDEO (POSESIÓN SIMPLE)","NARCOMENUDEO (POSESIÓN SIMPLE)",DOLOSO,2,2025-06-15,08:50:00,8,1,7.01.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,JURIQUILLA,,,-100.354118,20.583416,"CARRETERA FRAY JUNIPERO SERRA"
CI/QRO/19102/2025,"CI/QRO/19102/2025LESIONES DOLOSAS","LESIONES DOLOSAS",DOLOSO,1,2025-06-15,00:00:00,2,1,1.02.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LOMAS DE CASA BLANCA",,,-100.354118,20.583416,"CALLE 15"
CI/QRO/19122/2025,"CI/QRO/19122/2025NARCOMENUDEO (POSESIÓN CON FINES DE COMERCIO O SUMINISTRO)","NARCOMENUDEO (POSESIÓN CON FINES DE COMERCIO O SUMINISTRO)",DOLOSO,2,2025-06-15,23:15:00,8,1,7.01.02,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,"EL PARAISO",,,-100.354118,20.583416,"CARRETERA FEDERAL 57"
CI/QRO/19168/2025,"CI/QRO/19168/2025PRIVACIÓN DE LA LIBERTAD PERSONAL","PRIVACIÓN DE LA LIBERTAD PERSONAL",DOLOSO,2,2025-06-16,00:00:00,8,1,2.05,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"SE DESCONOCE",,,-100.354118,20.583416,"SE DESCONOCE"
CI/QRO/19198/2025,"CI/QRO/19198/2025ROBO A COMERCIO","ROBO A COMERCIO",DOLOSO,2,2025-06-16,09:40:00,8,1,4.01.11,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"EL JACAL",,,-100.354118,20.583416,"AUTOPISTA QUERETARO CELAYA"
CI/QRO/19254/2025,"CI/QRO/19254/2025HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO","HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO",DOLOSO,2,2025-05-27,17:30:00,8,1,7.10,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,BOLAÑOS,,,,,CAPRICORNIO
CI/QRO/19281/2025,"CI/QRO/19281/2025PRIVACIÓN DE LA LIBERTAD PERSONAL","PRIVACIÓN DE LA LIBERTAD PERSONAL",DOLOSO,2,2025-06-16,00:00:00,8,1,2.05,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"SE DESCONOCE",,,-100.354118,20.583416,"SE DESCONOCE"
CI/QRO/19305/2025,"CI/QRO/19305/2025ROBO CALIFICADO","ROBO CALIFICADO",DOLOSO,2,2025-06-17,02:30:00,8,1,4.01.14,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,O,,,-100.354118,20.583416,O
CI/QRO/19329/2025,CI/QRO/19329/2025AMENAZAS,AMENAZAS,DOLOSO,2,2022-12-24,22:00:00,8,1,7.02,QUERÉTARO,22,"MARQUES, EL (QRO)",11,,,"LOCALIDAD DEL PARAISO",,,-100.354118,20.583416,"PARQUE FINSA II"
CI/QRO/19472/2025,"CI/QRO/19472/2025VIOLENCIA FAMILIAR","VIOLENCIA FAMILIAR",DOLOSO,1,2025-06-17,18:00:00,7,1,5.01,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,"LOMA BONITA",,,-100.354118,20.583416,"CALLE PIRINEOS"
CI/QRO/19482/2025,"CI/QRO/19482/2025HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO","HECHOS POSIBLEMENTE CONSTITUTIVOS DE DELITO",DOLOSO,2,2025-06-18,00:00:00,8,1,7.10,QUERÉTARO,22,"QUERÉTARO (QRO)",14,,,N,,,-100.354118,20.583416,D
