ID_CI,ID_DELITO,ID_VICF,ID_TV,ID_TPM,SEXO,GENERO,POB,DISC,FHA_NAC,EDAD,NACIONAL,REL_VIC_VMARIO
996,4,1011,1,,1,1,,,,"no especificado",73,11
997,4,1012,1,,1,1,,,,"no especificado",73,11
998,1,1013,1,,1,1,,,,"no especificado",73,11
999,7,1014,1,6,1,1,,,,25,73,11
1000,7,1015,1,6,2,2,,,,34,73,11
1001,7,1016,3,6,,,,,,,,
1002,4,1017,1,,1,1,,,,60,73,11
1003,4,1018,2,6,,,,,,,,
1004,4,1019,1,,2,2,,,,23,73,11
1005,4,1020,1,,2,2,,,,"no especificado",73,11
1006,7,1021,3,6,,,,,,,,
1007,1,1022,1,,1,1,,,,"no especificado",73,11
1008,4,1023,1,,1,1,,,,20,73,11
1009,4,1024,2,6,,,,,,,,
1010,4,1025,1,,1,1,,,,30,73,11
1011,7,1026,1,6,2,2,,,,20,73,11
1012,4,1027,1,,1,1,,,,33,73,11
1013,4,1028,1,,2,2,,,,33,73,11
1014,4,1029,2,6,,,,,,,,
1015,4,1030,1,,2,2,,,,"no especificado",73,11
1016,4,1031,1,,1,1,,,,37,73,11
1017,1,1032,1,,1,1,,,,11,73,11
1018,4,1033,1,,1,1,,,,32,73,11
1019,4,1034,2,6,,,,,,,,
1020,4,1035,1,,2,2,,,,"no especificado",73,11
1021,4,1036,1,,1,1,,,,25,73,11
1022,7,1037,1,6,1,1,,,,46,73,11
1023,5,1038,1,,2,2,,,,"no especificado",73,11
1024,4,1039,1,,2,2,,,,"no especificado",73,11
1025,7,1040,3,6,,,,,,,,
1026,4,1041,1,,2,2,,,,"no especificado",73,11
1027,4,1042,1,,1,1,,,,"no especificado",73,11
1028,1,1043,1,,2,2,,,,"no especificado",73,11
1029,4,1044,1,,2,2,,,,"no especificado",73,11
1030,4,1045,1,,1,1,,,,"no especificado",73,11
1031,4,1046,1,,2,2,,,,65,73,11
1032,4,1047,1,,1,1,,,,50,73,11
1033,1,1048,1,,1,1,0,,,32,73,11
1034,4,1049,1,,1,1,,,,"no especificado",73,11
1035,4,1050,1,,1,1,,,,"no especificado",73,11
1036,4,1051,1,,2,2,,,,"no especificado",73,11
1037,4,1052,2,6,,,,,,,,
1038,4,1053,1,,2,2,,,,"no especificado",73,11
1039,1,1054,1,,1,1,0,,,58,73,11
1040,2,1055,1,,2,2,,,,30,73,11
1041,4,1056,2,6,,,,,,,,
1042,1,1057,1,,1,1,0,,,37,73,11
1043,7,1058,1,,1,1,,,,"no especificado",73,11
1044,4,1059,2,6,,,,,,,,
1045,4,1060,2,6,,,,,,,,
1046,4,1061,2,6,,,,,,,,
1047,7,1062,1,6,1,1,,,,26,73,11
1048,2,1063,1,,1,1,,,,"no especificado",73,11
1049,4,1064,1,,2,2,,,,15,73,11
1050,4,1065,1,,2,2,,,,33,73,11
1051,4,1066,1,,2,2,,,,"no especificado",73,11
1052,4,1067,1,,1,1,,,,65,73,11
1053,5,1068,1,,2,2,,,,"no especificado",73,11
1054,7,1069,3,6,,,,,,,,
1055,4,1070,4,,,,,,,,,
1056,4,1071,1,,2,2,,,,45,73,11
1057,4,1072,1,,1,1,,,,"no especificado",73,11
1058,4,1073,1,,1,1,,,,66,73,11
1059,7,1074,3,6,,,,,,,,
1060,4,1075,1,,2,2,,,,30,73,11
1061,7,1076,3,6,,,,,,,,
1062,1,1077,1,,1,1,0,,,38,73,11
1063,4,1078,1,,1,1,,,,"no especificado",73,11
1064,4,1079,1,,1,1,,,,53,73,11
1065,4,1080,1,,2,2,,,,"no especificado",73,11
1066,4,1081,1,,1,1,,,,"no especificado",73,11
1067,4,1082,1,,1,1,,,,"no especificado",73,11
1068,7,1083,1,6,2,2,,,,15,73,11
1069,4,1084,1,,2,2,,,,"no especificado",73,11
1070,4,1085,2,6,,,,,,,,
1071,7,1086,1,,2,2,,,,"no especificado",73,11
1072,4,1087,1,,1,1,,,,"no especificado",73,11
1073,4,1088,1,,1,1,,,,32,73,11
1074,7,1089,3,6,,,,,,,,
1075,4,1090,1,,2,2,,,,61,73,11
1076,4,1091,1,,2,2,,,,32,73,11
1077,4,1092,1,,2,2,,,,"no especificado",73,11
1078,4,1093,1,,2,2,,,,"no especificado",73,11
1079,4,1094,1,,1,1,,,,"no especificado",73,11
1080,4,1095,1,,1,1,,,,"no especificado",73,11
1081,1,1096,1,,1,1,0,,,42,73,11
1082,1,1097,1,,1,1,0,,,"No específicado",73,11
1083,4,1098,1,,1,1,,,,"no especificado",73,11
1084,4,1099,1,,2,2,,,,"no especificado",73,11
1085,7,1100,1,,2,2,,,,"no especificado",73,11
1086,4,1101,2,6,,,,,,,,
1087,4,1102,1,,1,1,,,,"no especificado",73,11
1088,7,1103,3,6,,,,,,,,
1089,4,1104,1,,1,1,,,,"no especificado",73,11
1090,4,1105,1,,1,1,,,,58,73,11
1091,5,1106,1,,2,2,,,,39,73,11
1092,4,1107,1,,1,1,,,,19,73,11
1093,4,1108,1,,1,1,,,,"no especificado",73,11
1094,3,1109,1,,2,2,,,,"no especificado",73,11
1095,1,1110,1,,1,1,0,,,55,73,11
1096,4,1111,1,,1,1,,,,22,73,11
1097,7,1112,1,6,2,2,,,,17,73,11
1098,7,1113,1,6,2,2,,,,32,73,11
1099,4,1114,2,6,,,,,,,,
1100,4,1115,1,,2,2,,,,"no especificado",73,11
1101,4,1116,1,,2,2,,,,71,73,11
1102,1,1117,1,,2,2,,,,"no especificado",73,11
1103,4,1118,1,,2,2,,,,"no especificado",73,11
1104,4,1119,1,,2,2,,,,"no especificado",73,11
1105,4,1120,1,,1,1,,,,"no especificado",73,11
1106,4,1121,1,,2,2,,,,37,73,11
1107,4,1122,1,,2,2,,,,"no especificado",73,11
1108,4,1123,1,,1,1,,,,"no especificado",73,11
1109,5,1124,1,,2,2,,,,"no especificado",73,11
1110,4,1125,1,,2,2,,,,56,73,11
1111,7,1126,3,6,,,,,,,,
1112,7,1127,1,6,2,2,,,,17,73,11
1113,4,1128,1,,1,1,,,,61,73,11
1114,4,1129,1,,1,1,,,,"no especificado",73,11
1115,4,1130,1,,2,2,,,,"no especificado",73,11
1116,4,1131,1,,2,2,,,,"no especificado",73,11
1117,4,1132,1,,1,1,,,,20,73,11
1118,5,1133,1,,1,1,,,,30,73,11
1119,3,1134,1,,2,2,,,,"no especificado",73,11
1120,3,1135,1,,2,2,,,,"no especificado",73,11
1121,3,1136,1,,2,2,,,,"no especificado",73,11
1122,4,1137,1,,1,1,,,,23,73,11
1123,4,1138,1,,1,1,,,,86,73,11
1124,4,1139,1,,1,1,,,,"no especificado",73,11
1125,7,1140,3,6,,,,,,,,
1126,1,1141,4,,,,,,,,,
1127,7,1142,4,,,,,,,,,
1128,4,1143,1,,1,1,,,,28,73,11
1129,4,1144,1,,2,2,,,,"no especificado",73,11
1130,7,1145,4,,,,,,,,,
1131,7,1146,3,6,,,,,,,,
1132,4,1147,4,,,,,,,,,
1133,4,1148,4,,,,,,,,,
